name,date,variable,strat,type,bottom,top,lower,upper,median,mean,sd
Chenango,2020-10-04,R,NA,Estimate based on partial data,1.02802387935447,1.90526393683725,1.20043269619555,1.55418952092233,1.39978084439199,1.42460314252372,0.275552223568025
Chenango,2020-10-05,R,NA,Estimate based on partial data,0.916129210344729,1.86093659095918,1.19264959422735,1.55782604383551,1.39232779766153,1.42643519300217,0.298294140043413
Chenango,2020-10-06,R,NA,Estimate based on partial data,0.918589592539398,1.93917769750684,1.16214956855216,1.53962831287044,1.38703642601644,1.42817262360663,0.322886319474125
Chenango,2020-10-07,R,NA,Estimate based on partial data,0.870549015558812,1.93397401624711,1.14535235480729,1.54480201903585,1.38408735168314,1.43020629950136,0.348992232145366
Chenango,2020-10-08,R,NA,Estimate based on partial data,0.836864515982697,1.96601977293484,1.09646871841852,1.5183655322074,1.37841776831079,1.43286628621453,0.376324341141271
Chenango,2020-10-09,R,NA,Estimate based on partial data,0.796777629475173,1.99824964377978,1.08431661672524,1.53160806562572,1.37973066882672,1.43641656783895,0.404664891156024
Chenango,2020-10-10,R,NA,Estimate based on partial data,0.776274511133919,2.06369173704871,1.06243332182546,1.5323202486044,1.37831667923246,1.44105323811439,0.433880439713001
Chenango,2020-10-11,R,NA,Estimate based on partial data,0.788345509534206,2.16064236090322,1.04203003591903,1.53308297848955,1.37649924243744,1.44690518387864,0.46393375251465
Chenango,2020-10-12,R,NA,Forecast,0.742562547263033,2.19086596035005,1.01127318339037,1.5223577230245,1.37554494551227,1.45403637870154,0.494893010565709
Chenango,2020-10-13,R,NA,Forecast,0.713951764887434,2.23476771750809,1.0292652446687,1.55771713224981,1.37792459948706,1.46244910380936,0.526934721640303
Chenango,2020-10-14,R,NA,Forecast,0.63829419671445,2.26512272646297,1.06278626905722,1.60901209144502,1.38230914317161,1.47208770541375,0.560334138859101
Chenango,2020-10-15,R,NA,Forecast,0.630469977499838,2.29767444869861,1.05400162493888,1.60723250895095,1.38835444933958,1.48284286446979,0.595435581488453
Chenango,2020-10-16,R,NA,Forecast,0.611003044016411,2.33301239169113,1.06206846342593,1.6344118305384,1.38731913092448,1.49455674961302,0.632595333415092
Chenango,2020-10-17,R,NA,Forecast,0.547840480663543,2.3581560137398,1.0420268431622,1.63244412397062,1.39392238704283,1.50702975977665,0.672093962210693
Chenango,2020-10-18,R,NA,Forecast,0.533280275497441,2.42484362600411,1.02728512501575,1.62777726367434,1.39821924109737,1.52002971680328,0.714026076735754
Clinton,2020-03-16,R,NA,Estimate,0.728987169676601,1.1999639337902,0.88626695430299,1.03074513823787,0.965193021504406,0.981220815667993,0.148136146332323
Clinton,2020-03-17,R,NA,Estimate,0.745248490829421,1.17711005326732,0.891105693431605,1.02474254693317,0.96413715392141,0.976870873791263,0.131506659217662
Clinton,2020-03-18,R,NA,Estimate,0.773798205998196,1.16220057560082,0.890044958054313,1.01586759313557,0.960778875127129,0.972030071390284,0.116165950518439
Clinton,2020-03-19,R,NA,Estimate,0.770167871570909,1.10907598090382,0.898974719374165,1.01489629652808,0.956191485134976,0.966704442489319,0.102471038128156
Clinton,2020-03-20,R,NA,Estimate,0.815897522739665,1.11650842695681,0.902087320086622,1.00940560819632,0.953829926037423,0.960928741222832,0.0908406523583325
Clinton,2020-03-21,R,NA,Estimate,0.814210075703413,1.08251286007189,0.899687455656896,0.999780608633577,0.94952921423007,0.954766867339947,0.0817039537705618
Clinton,2020-03-22,R,NA,Estimate,0.81699768754799,1.06169276604218,0.901352467582798,0.994053004204817,0.943248528290782,0.948310727212121,0.0753865428840948
Clinton,2020-03-23,R,NA,Estimate,0.821507612975749,1.05363121961096,0.901982899301709,0.988400604311488,0.941041623852816,0.941677720674713,0.0719540469083713
Clinton,2020-03-24,R,NA,Estimate,0.823350275751292,1.0552057867916,0.893569104904053,0.977512663300666,0.938345483064859,0.935007103454822,0.071115679722276
Clinton,2020-03-25,R,NA,Estimate,0.815201083803431,1.04539139958022,0.898587781670051,0.980046696679409,0.934175463666219,0.928455451689101,0.0722922244241746
Clinton,2020-03-26,R,NA,Estimate,0.80213174934274,1.03637615497989,0.890102706654942,0.973368912896979,0.929360239534543,0.92219141958896,0.0748073268234272
Clinton,2020-03-27,R,NA,Estimate,0.793121027037912,1.03556046272057,0.892259032680467,0.977089709244366,0.925845618370428,0.916389987455886,0.0780570180032712
Clinton,2020-03-28,R,NA,Estimate,0.775836698571201,1.03215314655311,0.888849397829837,0.974886838249028,0.921165947947074,0.911226445853823,0.0815801889267167
Clinton,2020-03-29,R,NA,Estimate,0.768098204909528,1.03383281376873,0.887271036533968,0.97601542241597,0.917997897336016,0.906870410992452,0.0850530679263691
Clinton,2020-03-30,R,NA,Estimate,0.754539684887551,1.03192249131376,0.872241279548472,0.965115436147598,0.915216888752129,0.903480170998617,0.0882558185825247
Clinton,2020-03-31,R,NA,Estimate,0.75171278061529,1.03478837443646,0.871534882827013,0.967029896536086,0.913669983593943,0.901197606258702,0.0910399499208438
